query_number,execution_time
1,1.772773
2,7.043405
3,28.539488
4,4.974156
5,7.753175
6,1.562495
7,2.943822
8,2.729141
9,27.054524
10,3.472408
11,42.025671
12,3.475555
13,2.925489
14,4.458532
15,2.596722
16,1.423688
17,52.59047
18,7.898138
19,2.699865
20,34.231496
Total Execution Time:,242.17101299999996
Average Execution Time:,12.108550649999998
