query_number,execution_time
1,2.551947
2,9.156984
3,32.058567
4,5.167295
5,8.535225
6,1.801323
7,3.187796
8,3.915924
9,34.540051
10,4.199733
11,53.210987
12,1.104408
13,3.574949
14,4.658274
15,2.742718
16,1.638593
17,50.61993
18,8.760187
19,3.679951
20,36.675377
Total Execution Time:,271.780219
Average Execution Time:,13.589010949999999
