query_number,execution_time
1,2.553451
2,9.214375
3,32.051774
4,5.324618
5,9.694108
6,1.759598
7,3.329812
8,2.979579
9,31.402076
10,3.954997
11,48.650149
12,3.67131
13,3.073066
14,4.876891
15,2.671789
16,1.549786
17,62.21714
18,15.825763
19,3.237525
20,36.826407
Total Execution Time:,284.864214
Average Execution Time:,14.2432107
