query_number,execution_time
1,2.483004
"
"
2,8.133373
"
"
3,27.304695
"
"
4,4.717524
"
"
5,7.521963
"
"
6,1.55563
"
"
7,2.902344
"
"
8,2.781944
"
"
9,28.046338
"
"
10,3.895316
"
"
11,43.695161
"
"
12,3.578501
"
"
13,5.159385
"
"
14,4.647924
"
"
15,2.552722
"
"
16,1.48903
"
"
17,48.127454
"
"
18,8.652184
"
"
19,2.685338
"
"
20,32.652593
"
"
Total Execution Time:,242.58242299999998
Average Execution Time:,12.12912115
