query_number,execution_time
1,2.600101
2,7.52592
3,48.472578
4,5.02863
5,7.333114
6,2.65618
7,3.759042
8,4.542895
9,44.272963
10,3.992438
11,54.293182
12,3.018477
13,2.689605
14,4.560091
15,3.840126
16,2.688028
17,53.086684
18,8.005002
19,4.043097
20,31.186752
Total Execution Time:,297.594905
Average Execution Time:,14.87974525
