query_number,execution_time
1,898.815
"
"
2,917.707
"
"
3,848.047
"
"
4,970.305
"
"
5,1030.62
"
"
6,1050.517
"
"
7,1131.373
"
"
8,1571.531
"
"
9,1593.227
"
"
10,921.532
"
"
11,1287.048
"
"
12,1669.036
"
"
13,1780.968
"
"
14,1146.583
"
"
15,25002.327
"
"
16,6236.435
"
"
17,6677.341
"
"
Total Execution Time:,54733.412
Average Execution Time:,3219.6124705882353
