query_number,execution_time
1,858.291
"
"
2,895.864
"
"
3,881.689
"
"
4,977.05
"
"
5,1066.336
"
"
6,1067.798
"
"
7,1164.512
"
"
8,1592.029
"
"
9,1626.364
"
"
10,917.692
"
"
11,1299.036
"
"
12,1694.096
"
"
13,1758.236
"
"
14,1158.258
"
"
15,22940.223
"
"
16,8000.386
"
"
17,8046.049
"
"
Total Execution Time:,55943.909
Average Execution Time:,3290.8181764705882
