query_number,execution_time
1,648.802
"
"
2,658.894
"
"
3,669.184
"
"
4,636.926
"
"
5,861.182
"
"
6,887.979
"
"
7,898.458
"
"
8,1281.984
"
"
9,1247.368
"
"
10,730.025
"
"
11,1029.989
"
"
12,1323.58
"
"
13,1325.471
"
"
14,922.062
"
"
15,24290.924
"
"
16,6348.271
"
"
17,6739.925
"
"
Total Execution Time:,50501.024
Average Execution Time:,2970.6484705882353
