query_number,execution_time
1,2.224569
"
"
2,3.551333
"
"
3,3.994309
"
"
4,4.505161
"
"
5,4.136583
"
"
6,4.418246
"
"
7,2.097193
"
"
8,0.973073
"
"
9,1.351095
"
"
10,3.993672
"
"
11,5.079951
"
"
12,1.002873
"
"
13,0.937424
"
"
14,0.968902
"
"
15,1.070982
"
"
16,5.19792
"
"
17,1.082211
"
"
18,1.092587
"
"
19,3.947638
"
"
20,51.673195
"
"
Total Execution Time:,103.298917
Average Execution Time:,5.1649458500000005
