query_number,execution_time
1,2.1973
"
"
2,3.036392
"
"
3,3.798464
"
"
4,3.778778
"
"
5,3.811831
"
"
6,3.74397
"
"
7,1.964706
"
"
8,1.004584
"
"
9,1.380041
"
"
10,3.778522
"
"
11,4.821269
"
"
12,1.099557
"
"
13,1.209906
"
"
14,0.959731
"
"
15,1.025408
"
"
16,4.744194
"
"
17,0.943153
"
"
18,0.995535
"
"
19,3.599621
"
"
20,49.617743
"
"
Total Execution Time:,97.51070499999999
Average Execution Time:,4.8755352499999995
