query_number,execution_time
1,2.135037
"
"
2,3.265447
"
"
3,3.667563
"
"
4,3.973368
"
"
5,3.791384
"
"
6,3.669826
"
"
7,1.963786
"
"
8,0.967261
"
"
9,1.322324
"
"
10,3.646101
"
"
11,4.889813
"
"
12,1.025134
"
"
13,1.088978
"
"
14,1.022083
"
"
15,0.975067
"
"
16,5.146367
"
"
17,0.981631
"
"
18,0.98631
"
"
19,3.798281
"
"
20,52.504047
"
"
Total Execution Time:,100.81980800000001
Average Execution Time:,5.0409904
