query_number,execution_time
1,2.058465
"
"
2,2.976161
"
"
3,4.184247
"
"
4,4.517757
"
"
5,4.456019
"
"
6,4.337788
"
"
7,2.059527
"
"
8,1.131862
"
"
9,1.322222
"
"
10,3.966972
"
"
11,4.990946
"
"
12,1.082842
"
"
13,1.040139
"
"
14,1.066077
"
"
15,1.022362
"
"
16,5.150311
"
"
17,1.08508
"
"
18,0.973199
"
"
19,3.94236
"
"
20,48.225486
"
"
Total Execution Time:,99.589822
Average Execution Time:,4.9794811
