query_number,execution_time
1,2.358817
"
"
2,3.673977
"
"
3,3.528734
"
"
4,4.033551
"
"
5,3.554078
"
"
6,3.818883
"
"
7,1.882186
"
"
8,0.954948
"
"
9,1.349664
"
"
10,3.744321
"
"
11,4.954598
"
"
12,1.004276
"
"
13,0.979582
"
"
14,0.919675
"
"
15,1.01062
"
"
16,4.505272
"
"
17,0.965124
"
"
18,0.923709
"
"
19,3.720016
"
"
20,77.959375
"
"
Total Execution Time:,125.841406
Average Execution Time:,6.292070300000001
