query_number,execution_time
1,0.877449
"
"
2,2.832268
"
"
3,13.187802
"
"
4,2.042792
"
"
5,5.009203
"
"
6,1.043099
"
"
7,2.034595
"
"
8,1.783571
"
"
9,11.811901
"
"
10,2.69239
"
"
11,21.176385
"
"
12,0.521871
"
"
13,2.296178
"
"
14,1.844656
"
"
15,1.96614
"
"
16,1.066393
"
"
17,29.438509
"
"
18,1.523575
"
"
19,1.860468
"
"
20,19.070953
"
"
Total Execution Time:,124.080198
Average Execution Time:,6.2040099
