query_number,execution_time
1,0.901377
"
"
2,2.806914
"
"
3,13.239893
"
"
4,2.055002
"
"
5,4.80693
"
"
6,1.038806
"
"
7,1.969052
"
"
8,1.754485
"
"
9,12.661877
"
"
10,2.854848
"
"
11,24.750155
"
"
12,0.574911
"
"
13,2.569716
"
"
14,1.870319
"
"
15,2.079684
"
"
16,1.0799
"
"
17,30.704615
"
"
18,1.599923
"
"
19,1.752257
"
"
20,20.875941
"
"
Total Execution Time:,131.946605
Average Execution Time:,6.597330250000001
