query_number,execution_time
1,0.7742
"
"
2,2.598643
"
"
3,12.632208
"
"
4,2.120063
"
"
5,5.269582
"
"
6,1.05202
"
"
7,1.932484
"
"
8,1.757163
"
"
9,12.915258
"
"
10,3.044335
"
"
11,25.964365
"
"
12,0.585533
"
"
13,2.715247
"
"
14,1.770267
"
"
15,1.854534
"
"
16,0.926867
"
"
17,33.039836
"
"
18,1.736718
"
"
19,1.935022
"
"
20,19.887757
"
"
Total Execution Time:,134.512102
Average Execution Time:,6.7256051
