Query Number,Execution Time (ms)
Q1,72905.352
Q2,79059.749
Q3,78674.7
Q4,79813.038
Q5,78472.937


Total Execution Time: 388925.77599999995 ms
Average Execution Time: 77785.1552 ms
