query_number,execution_time
1,0.062452
2,1.621202
3,28.24466
4,3.175751
5,7.727127
6,1.571975
7,3.477223
8,4.166929
9,42.268053
10,3.469701
11,58.977584
12,3.745663
13,2.480462
14,4.548273
15,3.534046
16,0.005009
17,46.770673
18,5.140822
19,3.586266
20,31.966916
Total Execution Time:,256.54078699999997
Average Execution Time:,12.827039349999998
