query_number,execution_time
1,0.0
2,2.113048
3,27.351018
4,3.138051
5,7.528598
6,1.476427
7,2.797914
8,3.71223
9,29.411828
10,3.224276
11,48.920673
12,3.549231
13,2.550155
14,4.566819
15,2.45108
16,0.003998
17,46.853788
18,4.989926
19,2.993569
20,32.183169
Total Execution Time:,229.81579799999997
Average Execution Time:,11.4907899
