query_number,execution_time
1,0.05816
2,2.677543
3,29.015388
4,3.589212
5,7.802644
6,1.628629
7,2.968811
8,3.268007
9,31.382709
10,3.252256
11,45.866808
12,3.784989
13,3.113722
14,4.361226
15,2.395775
16,0.005617
17,48.327027
18,5.352403
19,2.587409
20,32.726612
Total Execution Time:,234.16494699999998
Average Execution Time:,11.708247349999999
