query_number,execution_time
1,0.00898
"
"
2,1.027802
"
"
3,18.053919
"
"
4,1.918912
"
"
5,4.811594
"
"
6,1.030667
"
"
7,1.953841
"
"
8,2.01551
"
"
9,15.47077
"
"
10,2.847563
"
"
11,24.716975
"
"
12,0.484371
"
"
13,2.296817
"
"
14,1.860482
"
"
15,1.874951
"
"
16,0.015622
"
"
17,29.965981
"
"
18,1.565193
"
"
19,1.636207
"
"
20,20.928762
"
"
Total Execution Time:,134.484919
Average Execution Time:,6.724245949999999
