query_number,execution_time
1,0.013339
"
"
2,1.093336
"
"
3,17.974236
"
"
4,1.96887
"
"
5,4.688734
"
"
6,1.046841
"
"
7,1.890596
"
"
8,1.671831
"
"
9,17.694095
"
"
10,2.860279
"
"
11,23.866817
"
"
12,0.63845
"
"
13,2.479177
"
"
14,1.828029
"
"
15,1.863184
"
"
16,0.001991
"
"
17,29.249624
"
"
18,1.594021
"
"
19,1.665351
"
"
20,18.678388
"
"
Total Execution Time:,132.76718900000003
Average Execution Time:,6.638359450000001
