query_number,execution_time
1,2.742874
2,2.607635
3,2.828783
4,3.008014
5,5.672055
6,3.366667
7,3.872499
8,6.967071
9,7.048124
10,3.002514
11,7.573142
12,5.042597
13,4.196373
14,3.297344
15,61.427149
16,50.430079
17,15.552112
Total Execution Time:,188.635032
Average Execution Time:,11.096178352941177
