query_number,execution_time
1,2.449193
2,1.899774
3,2.064619
4,2.29495
5,5.351019
6,2.442195
7,3.06087
8,7.322625
9,7.806712
10,1.922062
11,8.199627
12,3.478559
13,3.241059
14,1.836259
15,38.549934
16,49.843962
17,14.685965
Total Execution Time:,156.449384
Average Execution Time:,9.20290494117647
