query_number,execution_time
1,1.709551
2,1.54996
3,1.920043
4,1.701069
5,4.098901
6,2.130249
7,2.290674
8,5.261124
9,5.238598
10,1.666163
11,5.274655
12,3.030159
13,2.828494
14,1.811116
15,46.518083
16,51.894708
17,14.729739
Total Execution Time:,153.65328599999998
Average Execution Time:,9.038428588235293
