query_number,execution_time
1,2.110356
2,1.662949
3,1.887128
4,2.164683
5,4.858337
6,2.585212
7,2.853438
8,8.151903
9,7.409564
10,2.009372
11,8.417614
12,3.296756
13,2.899012
14,1.890377
15,55.497994
16,74.025153
17,20.65189
Total Execution Time:,202.37173800000002
Average Execution Time:,11.904219882352942
