query_number,execution_time
1,841.312
"
"
2,909.61
"
"
3,942.771
"
"
4,988.54
"
"
5,1057.107
"
"
6,1038.442
"
"
7,1197.444
"
"
8,1664.224
"
"
9,1722.243
"
"
10,1015.474
"
"
11,1370.284
"
"
12,1724.524
"
"
13,1827.125
"
"
14,1177.933
"
"
15,22855.381
"
"
16,7824.524
"
"
17,7684.957
"
"
Total Execution Time:,55841.895000000004
Average Execution Time:,3284.8173529411765
