query_number,execution_time
1,6.038272
2,5.73129
3,5.338305
4,6.155696
5,5.774842
6,6.025703
7,2.941022
8,1.386901
9,1.825768
10,5.655369
11,6.986203
12,1.474847
13,1.406103
14,1.404913
15,1.45763
16,7.449515
17,1.482814
18,1.405085
19,5.509026
20,108.041129
Total Execution Time:,183.490433
Average Execution Time:,9.174521649999999
