query_number,execution_time
1,5.85577
2,5.648915
3,5.48811
4,5.911425
5,5.582605
6,5.553662
7,3.098069
8,1.4547
9,1.885464
10,5.62269
11,7.396773
12,1.446657
13,1.400401
14,1.504644
15,1.51566
16,7.174296
17,1.382907
18,1.407126
19,5.130053
20,111.444893
Total Execution Time:,185.90482
Average Execution Time:,9.295241
