query_number,execution_time
1,619.84
"
"
2,618.973
"
"
3,631.579
"
"
4,599.213
"
"
5,804.45
"
"
6,926.058
"
"
7,942.166
"
"
8,1450.201
"
"
9,1409.507
"
"
10,739.715
"
"
11,1107.03
"
"
12,1330.757
"
"
13,1296.507
"
"
14,898.06
"
"
15,24208.842
"
"
16,5558.787
"
"
17,7127.27
"
"
Total Execution Time:,50268.955
Average Execution Time:,2956.9973529411764
