query_number,execution_time
1,46.068619
"
"
2,52.574205
"
"
3,53.142025
"
"
4,52.034502
"
"
5,49.336637
"
"
6,54.54883
"
"
7,58.602553
"
"
8,59.801485
"
"
9,51.702981
"
"
10,48.634366
"
"
11,45.946765
"
"
12,48.193323
"
"
Total Execution Time:,620.586291
Average Execution Time:,51.715524249999994
