query_number,execution_time
1,2.480028
2,1.541548
3,1.755499
4,1.552513
5,4.007029
6,1.885121
7,2.268555
8,5.264631
9,6.002612
10,1.542814
11,6.236304
12,2.72361
13,2.66173
14,1.621696
15,41.330029
16,57.267765
17,16.431654
Total Execution Time:,156.573138
Average Execution Time:,9.210184588235293
