query_number,execution_time
1,1.369218
2,1.261592
3,1.991496
4,1.601379
5,4.107785
6,1.948736
7,2.298931
8,6.207248
9,5.408147
10,1.567217
11,5.019306
12,2.802358
13,2.827913
14,1.748707
15,40.917847
16,59.132226
17,15.913466
Total Execution Time:,156.123572
Average Execution Time:,9.183739529411765
