query_number,execution_time
1,0.017278
"
"
2,1.185679
"
"
3,17.051458
"
"
4,2.101466
"
"
5,4.737441
"
"
6,1.030944
"
"
7,1.838808
"
"
8,1.724673
"
"
9,12.277999
"
"
10,2.857687
"
"
11,22.931522
"
"
12,0.473967
"
"
13,2.238603
"
"
14,1.855224
"
"
15,1.818028
"
"
16,0.0
"
"
17,31.922912
"
"
18,1.60952
"
"
19,1.624899
"
"
20,21.005069
"
"
Total Execution Time:,130.303177
Average Execution Time:,6.515158850000001
