query_number,execution_time
1,0.834586
"
"
2,2.880391
"
"
3,19.714797
"
"
4,1.853627
"
"
5,5.003619
"
"
6,1.109447
"
"
7,2.093793
"
"
8,1.852614
"
"
9,13.036269
"
"
10,2.760094
"
"
11,24.635429
"
"
12,0.528661
"
"
13,2.685059
"
"
14,1.76195
"
"
15,1.921541
"
"
16,0.944221
"
"
17,33.263974
"
"
18,1.656249
"
"
19,1.906898
"
"
20,21.164652
"
"
Total Execution Time:,141.607871
Average Execution Time:,7.080393549999999
