query_number,execution_time
1,2.238982
"
"
2,0.015287
"
"
3,0.007541
"
"
4,4.594335
"
"
5,3.518666
"
"
6,3.898105
"
"
7,1.982687
"
"
8,0.019091
"
"
9,1.449678
"
"
10,3.574746
"
"
11,5.214257
"
"
12,1.049482
"
"
13,1.094127
"
"
14,0.002999
"
"
15,0.000999
"
"
16,4.97219
"
"
17,0.999444
"
"
18,0.0
"
"
19,0.0
"
"
20,71.620007
"
"
Total Execution Time:,106.252623
Average Execution Time:,5.31263115
