query_number,execution_time
1,2.010252
"
"
2,0.008265
"
"
3,0.0
"
"
4,3.167898
"
"
5,3.803099
"
"
6,3.448065
"
"
7,1.803829
"
"
8,0.016484
"
"
9,1.321484
"
"
10,3.862759
"
"
11,4.787516
"
"
12,1.139624
"
"
13,1.000034
"
"
14,0.0
"
"
15,0.0
"
"
16,4.594304
"
"
17,0.982909
"
"
18,0.0
"
"
19,0.0
"
"
20,47.13194
"
"
Total Execution Time:,79.078462
Average Execution Time:,3.9539231
