query_number,execution_time
1,1533.878
"
"
2,611.5
"
"
3,680.19
"
"
4,780.377
"
"
5,876.881
"
"
6,845.125
"
"
7,898.122
"
"
8,1256.57
"
"
9,1287.584
"
"
10,770.798
"
"
11,1076.497
"
"
12,1435.1
"
"
13,1329.054
"
"
14,889.185
"
"
15,24867.073
"
"
16,6179.156
"
"
17,6668.946
"
"
Total Execution Time:,51986.03600000001
Average Execution Time:,3058.002117647059
