query_number,execution_time
1,869.94
"
"
2,866.372
"
"
3,842.649
"
"
4,977.799
"
"
5,1079.213
"
"
6,1079.233
"
"
7,1346.078
"
"
8,1587.764
"
"
9,1572.664
"
"
10,965.465
"
"
11,1298.65
"
"
12,1701.361
"
"
13,1527.051
"
"
14,1073.907
"
"
15,24696.232
"
"
16,7593.843
"
"
17,7851.94
"
"
Total Execution Time:,56930.161
Average Execution Time:,3348.833
